x1,x2,x3,x4,y
0.126779307677,0.966893245353,0.260456559225,0.897438026456,1.54820914215
0.376654684624,0.336240786666,0.451363976857,0.840440055427,1.4580053112
0.122910140264,0.543096532379,0.372996877402,0.448068005418,1.54299853613
0.12925109899,0.860027617091,0.82038930974,0.35209688739,1.57001939024
0.228735743212,0.776912053271,0.594776319075,0.13753467983,1.52978906111
0.852986787169,0.235501543394,0.14620362476,0.589981109831,0.729706158768
0.573992158994,0.0612208160014,0.590418574209,0.245362213407,1.15695079785
0.340336026124,0.984908613057,0.919544962899,0.0377238647529,1.54274829817
0.861639602739,0.753691390747,0.405164578778,0.343566749703,1.4336642012
0.170743448297,0.394692544675,0.641660607433,0.274613307888,1.51980085062
0.462292030385,0.871523414459,0.401116898185,0.610706617519,1.49865472858
0.117773162448,0.702294162917,0.414019810891,0.342385744766,1.54730000524
0.595914082998,0.199849488476,0.0997114614768,0.734750543185,0.635151685521
0.0163117679751,0.481439543481,0.0959134345169,0.497391817692,1.5537636526
0.83887788798,0.897491456724,0.73258926834,0.758885684676,1.49203834778
0.560632461303,0.471530513542,0.138744238268,0.0944297557634,1.16511282853
0.942377506925,0.134068154717,0.630693590422,0.639694971877,1.18177243767
0.433416446119,0.155821369291,0.862611467178,0.683185667764,1.43730165208
0.0855025976725,0.566178578973,0.149801377009,0.477534172102,1.51905243505
0.849023756985,0.140114834925,0.329533884083,0.6341992703,0.958419854809
0.619376221702,0.395076267274,0.672393371782,0.810156509957,1.43800656547
0.38690794268,0.544829507104,0.988956447594,0.985209863672,1.53572935652
0.370284325775,0.563017201289,0.249752265523,0.976675854226,1.42713944694
0.816618698335,0.0442950875817,0.409818848908,0.0298365186047,0.781644784089
0.20774091882,0.630891048704,0.657293236564,0.249329559584,1.53320566817
0.993264598414,0.0308833607859,0.356484153401,0.247357923859,0.570745769555
0.187750896741,0.113199929759,0.689676749204,0.886389868215,1.46763390832
0.279092172578,0.69093560736,0.606034952296,0.0609331418783,1.55209983837
0.168418742454,0.913480144042,0.765947831981,0.216808017651,1.55375889777
0.936535142905,0.691035233567,0.932148053014,0.278020971462,1.49787421577
0.0224739129602,0.921628140289,0.449254948478,0.419331534124,1.57715885833
0.695382439806,0.372585372139,0.415500271424,0.321865954048,1.34703635746
0.80485249638,0.419949102699,0.784618211273,0.697531977299,1.44262064955
0.500690174185,0.619002427568,0.497248382437,0.529082820868,1.49879171793
0.77024681296,0.0303048201748,0.663830404066,0.274009823587,0.975977458961
0.421696306219,0.0361446658713,0.525142710485,0.355704247212,1.15131743105
0.967527379986,0.591795714391,0.418423904474,0.751287219342,1.35933437819
0.68638577771,0.908032354788,0.972647599433,0.726411206574,1.53281943638
0.412569427585,0.990184237979,0.535650809245,0.559356355527,1.53748196219
0.867112125023,0.0192161672708,0.123072053775,0.808475798452,0.224188083259
0.547909265824,0.400237940253,0.575343718057,0.818870568185,1.42936446927
0.670051695936,0.14014458448,0.490659922805,0.120224283443,1.20952733713
0.536986644946,0.110931036566,0.65821037346,0.655002346297,1.30492539451
0.220379991193,0.913277613647,0.204590469191,0.823858146275,1.5022247962
0.454918250087,0.981165488716,0.488196551417,0.395964681272,1.51739376694
0.979893115462,0.635117118102,0.312016692236,0.71674262721,1.30187220704
0.487355345009,0.789997525902,0.648011409786,0.257160237277,1.53278861579
0.978896260339,0.21991498219,0.636095931955,0.16946248771,1.25875610631
0.527623489986,0.611620391943,0.0878245240633,0.622731064641,1.10714564682
0.687727513585,0.582394496353,0.281625985689,0.250859906713,1.36251265472
0.61001504289,0.420161173685,0.624321677599,0.401873647281,1.46205496269
0.932263254311,0.0117019181193,0.0228930105588,0.244198010171,0.0478781633707
0.590184562622,0.325696391389,0.890395694786,0.599007003845,1.46850781379
0.296298673663,0.00724969834329,0.634619041796,0.803243475683,1.2303330233
0.12368050128,0.924332419667,0.325058576155,0.30377535079,1.53105738785
0.11662780536,0.364590560204,0.454595033542,0.986369221351,1.52649723088
0.752001030999,0.561586772212,0.572205951262,0.740848833437,1.44583389388
0.287247801705,0.914641825875,0.0106644550696,0.474599924542,0.535876938193
0.259005617021,0.607321685104,0.317074797663,0.266481528015,1.49313312208
0.712427304843,0.408698869646,0.705806681229,0.920207994145,1.44879210767
0.741027844087,0.109119898407,0.45665926692,0.412588115094,1.07998788912
0.455929680393,0.236501964311,0.769693536549,0.549998392959,1.45257741087
0.530624278404,0.0937847594046,0.0228963149347,0.425078977004,0.134799295744
0.0291470684474,0.964675541113,0.680090328039,0.260770443072,1.57378966611
0.755613312299,0.761600726188,0.300859369306,0.306369624176,1.39211514153
0.518733295582,0.991732201492,0.715199287013,0.875252846794,1.51997749172
0.692791750681,0.499226848001,0.658840681826,0.185647510163,1.4653548822
0.511246074955,0.157124208225,0.308943349561,0.0785940943303,1.15837278966
0.314969717258,0.537780336153,0.175537797578,0.948813172393,1.39204721094
0.597149092283,0.392186608187,0.703650045896,0.183522156465,1.46897510535
0.664070894246,0.626495968613,0.642450703176,0.540697330825,1.48409148857
0.789848848467,0.807400857873,0.0185780985658,0.707534631337,0.328407730212
0.279179956305,0.70197104468,0.359372845133,0.708311907898,1.50630292326
0.207788246203,0.96447472617,0.97692106941,0.25014220559,1.55300211635
0.103850896501,0.320463804185,0.896089534639,0.948991665694,1.55278672326
