,14.4088200251,6.68798181338,3.10428617044,1.44088200251,0.668798181338,0.310428617044,0.144088200251,0.0668798181338,0.0310428617044,0.0144088200251
bias,1.01614168954e-06,7.72087186191,10.9622907609,10.9132175943,9.85565829203,11.5156208638,13.04819452,13.6782395757,13.7149883158,13.4779082256
x1,0.0,0.0,0.0,0.0,-0.0358937508292,-1.69167130748,-2.55420609299,-3.25333511231,-3.34889831695,-3.19784641555
x1,0.0,0.0,0.0,0.462729385329,1.24526302355,0.641510774496,0.545363206913,1.49476449964,2.23722855149,2.85445084626
x1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0804676399751,-0.267835285027
x1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0777883508161
x1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.223785099597,-0.617171107183
x2,0.0,0.0,0.0,0.0,-0.173827529511,-1.64017595346,-2.49239485934,-3.19436235481,-3.33087952962,-3.23563192549
x2,0.0,0.0,0.0,0.483129081692,1.14884499687,0.587187077507,0.496398100089,1.4602748275,2.18092969119,2.80628428023
x2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0759561541718,-0.227053174371
x2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00427600451319
x2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.170368236939,-0.583388736393
x1-x2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08340529326,1.49764071101,1.6929214761
x1-x2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.441428054095,-0.785285408266,-0.940653129498
x1-x2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.462325961722,-0.775998368593,-0.919027440837
x1-x2,0.0,0.0,0.0,0.0,0.0,0.0,-0.322219512179,-1.9324637629,-2.7825306237,-3.1702470394
x3,0.0,0.0,0.0,0.0,0.385829243106,1.52973904624,1.9642240145,1.72223701275,1.61257458869,1.56378464141
x3,0.0,0.0,0.0,0.0,0.372193797907,1.40699866313,1.55553238834,1.32926192077,1.22648359887,1.17137061348
x3,0.0,0.0,0.0,0.0,0.0,0.0,0.0354864911529,0.553893009365,0.792210611478,0.896527282011
x3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x3,0.0,0.0,0.0,0.0,0.0,0.0,0.412157541202,0.886977511,1.10804262362,1.21788326654
x1-x3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1-x3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1-x3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1-x3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x2-x3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x2-x3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x2-x3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x2-x3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x4,0.0,0.0,0.0,0.0,0.0,-0.575437700912,-1.49229483936,-1.94262823928,-2.14946945218,-2.24524111307
x4,0.0,0.0,0.641477655301,2.42170579766,3.18074900531,3.09764878226,2.82220492584,2.71989240709,2.67426777548,2.6430899392
x4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1-x4,0.0,0.0,0.0,0.0,0.0,-0.169814661897,-0.0339673790096,-0.00842706558628,0.0,0.0
x1-x4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1-x4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1-x4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00648703015664
x2-x4,0.0,0.0,0.0,0.0,-0.249435720904,-0.435042211849,-0.201864191026,-0.0989206136358,-0.053650568256,-0.0349077789888
x2-x4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x2-x4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x2-x4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x3-x4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x3-x4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x3-x4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x3-x4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x5,0.0,0.0,0.0,0.0,0.0,0.0,-0.3935038459,-0.838091450831,-1.04181380464,-1.12320401037
x5,0.0,0.0,0.0,0.483484415266,1.29477137578,1.59476184725,1.49613137262,1.37154472396,1.31373081063,1.28530225058
x5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1-x5,0.0,0.0,0.0,0.0,0.0,0.0,-0.0189926245926,0.0,0.0,0.0
x1-x5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1-x5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x1-x5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x2-x5,0.0,0.0,0.0,0.0,0.0,-0.144744416226,-0.168680198584,-0.0721417172309,-0.0257566060861,-0.00283463315499
x2-x5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x2-x5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x2-x5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x3-x5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x3-x5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x3-x5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
