x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.138040181517,0.968650933028,0.278834288199,0.907037486828,0.386078199107,0.353640509889,0.47384872368,0.849679416555,0.13117108887,0.558114917955,15.8591684595
0.394720851326,0.46446472729,0.140597115913,0.872730739231,0.825670423161,0.369774929123,0.24603219592,0.789129103496,0.610580654125,0.14540433134,20.4891507404
0.863293585649,0.248235996708,0.158532026682,0.617332205579,0.58326418778,0.0661693640695,0.611531856074,0.260571283747,0.356181928644,0.985574929465,16.9231361092
0.925669643779,0.040461601619,0.871206917144,0.77379086692,0.41468408385,0.36108941836,0.184944994059,0.413444167547,0.656569472548,0.287504874981,12.6108665542
0.4848543221,0.878122626642,0.423092292599,0.637428918331,0.12239001203,0.716990121832,0.436291481445,0.36032003632,0.611703747757,0.210383492253,17.6329106869
0.108768946751,0.746681024556,0.0180914572865,0.510609757747,0.0996433784477,0.515950942045,0.849871968107,0.903731984988,0.74503536969,0.769312334679,11.968179341
0.582374840081,0.487967833171,0.150571190914,0.10577275082,0.944172190296,0.143752286526,0.650809334406,0.65653507612,0.450264555872,0.164547235434,15.5244626005
0.872417634262,0.696628107909,0.0935417816436,0.594169993713,0.155197178065,0.49616220332,0.859417394187,0.150385795731,0.345083799314,0.647881235781,19.9512683364
0.639857750009,0.411188192296,0.691091278009,0.826538660134,0.396398943975,0.563022213026,0.989826823183,0.986032804691,0.386588694408,0.57783120803,17.3078148334
0.267812184258,0.977844352433,0.828805763922,0.0500017478713,0.41936085408,0.0323818436962,0.224006303128,0.647978447214,0.671845872671,0.261513933671,10.7493932267
0.993888220419,0.0331533669239,0.377747239383,0.270784257232,0.194290914068,0.121641772548,0.707874906874,0.893209851555,0.293580096054,0.703372604434,6.22339812473
0.626851011535,0.0652138908277,0.18232172453,0.921734499427,0.772446799902,0.230548101459,0.941188483261,0.706446013255,0.936080758598,0.291000609328,13.7296987033
0.0249174131012,0.925791954825,0.471576685202,0.448303807963,0.703151796067,0.390609463502,0.437785313941,0.339362439656,0.814625550667,0.435168428539,7.24704926875
0.798768209304,0.710583107748,0.522954953357,0.64547883201,0.506894747853,0.547413799293,0.784933774874,0.032943165215,0.678225667595,0.286885615739,19.1762795544
0.44409919549,0.038781129643,0.547164124668,0.38352841817,0.968511541028,0.609289665668,0.44073414816,0.764517205806,0.700173862327,0.912562545667,9.04208601538
0.974966134221,0.738605888443,0.434734292012,0.991247252259,0.545158179481,0.577336631301,0.876401208113,0.0209318807832,0.131165144538,0.817165667609,21.9276481118
0.569850517896,0.416396949031,0.596624675314,0.834634112411,0.678217268256,0.150173688245,0.513095577825,0.129296430603,0.553551212798,0.117483421727,18.4067230042
0.677574931756,0.669146393448,0.237114950258,0.921549713133,0.211378175604,0.833689215457,0.477462794058,0.982298292119,0.505029710275,0.410978203771,22.3291432216
0.981546178083,0.649733478589,0.332179791474,0.738902777492,0.497061081297,0.801386923682,0.66761959241,0.272791275538,0.980140280224,0.231170566989,20.2837607963
0.656127595434,0.17961645064,0.549645544883,0.638343212355,0.0912780155843,0.639570675271,0.705970783116,0.600481462754,0.296065889096,0.263089800662,9.327345667
0.630734606482,0.436467318351,0.644483859451,0.430631274127,0.934373849045,0.0127679205612,0.0252325295634,0.259364038959,0.606068318819,0.339751604655,16.5887527467
0.898457804143,0.614274742628,0.316087755393,0.00819542871563,0.64327597331,0.814016433474,0.134784144826,0.929017510154,0.340519679023,0.317365901708,15.4188384613
0.127155025794,0.380347962357,0.476928988766,0.987769349293,0.758733290921,0.579564952502,0.593684666556,0.754483312693,0.301949981362,0.91886066236,14.422973199
0.0116959210687,0.491008485945,0.277450295577,0.634182864557,0.325829718054,0.282041887348,0.729710401736,0.427587608904,0.71907510043,0.924119378365,9.7603228983
0.75719443742,0.116284953437,0.478996565549,0.441486311689,0.465653532467,0.251033748688,0.78446095827,0.568543125542,0.547246570486,0.0994157610705,11.5602770933
